"Date","Depth","TN_interp"
2016-07-21,8,230.9
2016-07-21,9,200.066666666667
2016-07-21,9.3,NA
2016-07-24,0.1,173.066666666667
2016-07-24,1,NA
2016-07-24,1.6,187.733333333333
2016-07-24,2.8,NA
2016-07-24,3.8,188.733333333333
2016-07-24,5,187.066666666667
2016-07-24,5.2,NA
2016-07-24,5.5,209.85
2016-07-24,5.8,NA
2016-07-24,6,NA
2016-07-24,6.2,249.333333333333
2016-07-24,8,237
2016-07-24,9,205.733333333333
2016-07-24,9.3,NA
2016-07-25,0.1,170.4
2016-07-25,0.1,160.4
2016-07-25,1,NA
2016-07-25,1.6,192.6
2016-07-25,2.8,NA
2016-07-25,3.8,182
2016-07-25,5,183.4
2016-07-25,5.2,194.4
2016-07-25,5.5,207.7
2016-07-25,5.8,NA
2016-07-25,6,NA
2016-07-25,6.2,267
2016-07-25,8,243.1
2016-07-25,8,179.9
2016-07-25,9,211.4
2016-07-25,9.3,NA
2016-07-26,0.1,157.066666666667
2016-07-26,1,NA
2016-07-26,1.6,187.733333333333
2016-07-26,2.8,NA
2016-07-26,3.8,184.666666666667
2016-07-26,5,180.066666666667
2016-07-26,5.2,NA
2016-07-26,5.5,205.65
2016-07-26,5.8,NA
2016-07-26,6,NA
2016-07-26,6.2,233.5
2016-07-26,8,188.766666666667
2016-07-26,9,207.066666666667
2016-07-26,9.3,NA
2016-07-28,0.1,153.733333333333
2016-07-28,1,NA
2016-07-28,1.6,182.866666666667
2016-07-28,2.8,NA
2016-07-28,3.8,187.333333333333
2016-07-28,5,176.733333333333
2016-07-28,5.2,NA
2016-07-28,5.5,203.6
2016-07-28,5.8,NA
2016-07-28,6,NA
2016-07-28,6.2,200
2016-07-28,8,197.633333333333
2016-07-28,9,202.733333333333
2016-07-28,9.3,NA
2016-08-01,0.1,150.4
2016-08-01,1,NA
2016-08-01,1.6,178
2016-08-01,2.8,NA
2016-08-01,3.8,190
2016-08-01,5,173.4
2016-08-01,5.2,NA
2016-08-01,5.5,201.55
2016-08-01,5.8,153.4
2016-08-01,6,NA
2016-08-01,6.2,381
2016-08-01,8,206.5
2016-08-01,9,198.4
2016-08-01,9.3,NA
2016-08-08,0.1,199.4
2016-08-08,1,NA
2016-08-08,1.6,254.8
2016-08-08,2.8,NA
2016-08-08,3.8,279
2016-08-08,5,390.4
2016-08-08,5.2,NA
2016-08-08,5.5,199.5
2016-08-08,5.8,NA
2016-08-08,6,NA
2016-08-08,6.2,211
2016-08-08,8,340
2016-08-08,9,233.4
2016-08-08,9.3,NA
2016-08-11,0.1,184.4
2016-08-11,1,NA
2016-08-11,1.6,214.9
2016-08-11,2.8,NA
2016-08-11,3.8,235
2016-08-11,5,381.9
2016-08-11,5.2,NA
2016-08-11,5.5,197.45
2016-08-11,5.8,NA
2016-08-11,6,NA
2016-08-11,6.2,211.9
2016-08-11,8,301
2016-08-11,9,265.4
2016-08-11,9.3,NA
2016-08-15,0.1,169.4
2016-08-15,1,NA
2016-08-15,1.6,175
2016-08-15,2.8,NA
2016-08-15,3.8,191
2016-08-15,5,373.4
2016-08-15,5.2,NA
2016-08-15,5.5,195.4
2016-08-15,5.8,NA
2016-08-15,6,NA
2016-08-15,6.2,212.8
2016-08-15,8,262
2016-08-15,9,297.4
2016-08-15,9.3,NA
2016-08-18,0.1,162.233333333333
2016-08-18,1,NA
2016-08-18,1.6,181.333333333333
2016-08-18,2.8,NA
2016-08-18,3.8,210.333333333333
2016-08-18,5,333.066666666667
2016-08-18,5.2,NA
2016-08-18,5.5,NA
2016-08-18,5.8,NA
2016-08-18,6,NA
2016-08-18,6.2,224.2
2016-08-18,8,333.933333333333
2016-08-18,9,340.733333333333
2016-08-18,9.3,NA
2016-08-23,0.1,155.066666666667
2016-08-23,1,NA
2016-08-23,1.6,187.666666666667
2016-08-23,2.8,NA
2016-08-23,3.8,229.666666666667
2016-08-23,5,292.733333333333
2016-08-23,5.2,NA
2016-08-23,5.5,NA
2016-08-23,5.8,NA
2016-08-23,6,NA
2016-08-23,6.2,235.6
2016-08-23,8,405.866666666667
2016-08-23,9,384.066666666667
2016-08-23,9.3,NA
2016-08-26,0.1,147.9
2016-08-26,1,NA
2016-08-26,1.6,194
2016-08-26,2.8,NA
2016-08-26,3.8,249
2016-08-26,5,252.4
2016-08-26,5.2,NA
2016-08-26,5.5,NA
2016-08-26,5.8,NA
2016-08-26,6,NA
2016-08-26,6.2,247
2016-08-26,8,477.8
2016-08-26,9,427.4
2016-08-26,9.3,NA
2016-09-02,0.1,154.4
2016-09-02,1,NA
2016-09-02,1.6,226
2016-09-02,2.8,NA
2016-09-02,3.8,270
2016-09-02,5,226.733333333333
2016-09-02,5.2,NA
2016-09-02,5.5,NA
2016-09-02,5.8,NA
2016-09-02,6,NA
2016-09-02,6.2,200
2016-09-02,8,413
2016-09-02,9,443.4
2016-09-02,9.3,NA
2016-09-06,0.1,160.4
2016-09-06,1,NA
2016-09-06,1.6,220
2016-09-06,2.8,NA
2016-09-06,3.8,252.5
2016-09-06,5,201.066666666667
2016-09-06,5.2,NA
2016-09-06,5.5,NA
2016-09-06,5.8,NA
2016-09-06,6,NA
2016-09-06,6.2,191
2016-09-06,8,445
2016-09-06,9,459.4
2016-09-06,9.3,NA
2016-09-09,0.1,166.4
2016-09-09,1,NA
2016-09-09,1.6,214
2016-09-09,2.8,NA
2016-09-09,3.8,235
2016-09-09,5,175.4
2016-09-09,5.2,NA
2016-09-09,5.5,NA
2016-09-09,5.8,NA
2016-09-09,6,NA
2016-09-09,6.2,182
2016-09-09,8,477
2016-09-09,9,475.4
2016-09-09,9.3,NA
2016-09-16,0.1,191.32
2016-09-16,1,NA
2016-09-16,1.6,228.2
2016-09-16,2.8,NA
2016-09-16,3.8,239.8
2016-09-16,5,190.2
2016-09-16,5.2,NA
2016-09-16,5.5,NA
2016-09-16,5.8,NA
2016-09-16,6,NA
2016-09-16,6.2,203
2016-09-16,8,478.2
2016-09-16,9,478.4
2016-09-16,9.3,NA
2016-09-17,0.1,216.24
2016-09-17,1,NA
2016-09-17,1.6,242.4
2016-09-17,2.8,NA
2016-09-17,3.8,244.6
2016-09-17,5,205
2016-09-17,5.2,NA
2016-09-17,5.5,NA
2016-09-17,5.8,NA
2016-09-17,6,NA
2016-09-17,6.2,224
2016-09-17,8,479.4
2016-09-17,9,481.4
2016-09-17,9.3,NA
2016-09-22,0.1,241.16
2016-09-22,1,NA
2016-09-22,1.6,256.6
2016-09-22,2.8,NA
2016-09-22,3.8,249.4
2016-09-22,5,219.8
2016-09-22,5.2,NA
2016-09-22,5.5,NA
2016-09-22,5.8,NA
2016-09-22,6,NA
2016-09-22,6.2,245
2016-09-22,8,480.6
2016-09-22,9,484.4
2016-09-22,9.3,NA
2016-09-27,0.1,266.08
2016-09-27,1,NA
2016-09-27,1.6,270.8
2016-09-27,2.8,NA
2016-09-27,3.8,254.2
2016-09-27,5,234.6
2016-09-27,5.2,NA
2016-09-27,5.5,NA
2016-09-27,5.8,NA
2016-09-27,6,NA
2016-09-27,6.2,266
2016-09-27,8,481.8
2016-09-27,9,487.4
2016-09-27,9.3,NA
2016-09-30,0.1,291
2016-09-30,1,NA
2016-09-30,1.6,285
2016-09-30,2.8,NA
2016-09-30,3.8,259
2016-09-30,5,249.4
2016-09-30,5.2,NA
2016-09-30,5.5,NA
2016-09-30,5.8,NA
2016-09-30,6,NA
2016-09-30,6.2,287
2016-09-30,8,483
2016-09-30,9,490.4
2016-09-30,9.3,NA
2016-10-05,0.1,250.4
2016-10-05,1,NA
2016-10-05,1.6,288.666666666667
2016-10-05,2.8,NA
2016-10-05,3.8,259
2016-10-05,5,188.4
2016-10-05,5.2,NA
2016-10-05,5.5,NA
2016-10-05,5.8,NA
2016-10-05,6,NA
2016-10-05,6.2,276
2016-10-05,8,410.333333333333
2016-10-05,9,375.4
2016-10-05,9.3,NA
2016-10-06,0.1,244.4
2016-10-06,1,NA
2016-10-06,1.6,292.333333333333
2016-10-06,2.8,NA
2016-10-06,3.8,259
2016-10-06,5,195.4
2016-10-06,5.2,NA
2016-10-06,5.5,NA
2016-10-06,5.8,NA
2016-10-06,6,NA
2016-10-06,6.2,265
2016-10-06,8,337.666666666667
2016-10-06,9,326.9
2016-10-06,9.3,NA
2016-10-07,0.1,238.4
2016-10-07,1,NA
2016-10-07,1.6,296
2016-10-07,2.8,NA
2016-10-07,3.8,259
2016-10-07,5,202.4
2016-10-07,5.2,NA
2016-10-07,5.5,NA
2016-10-07,5.8,NA
2016-10-07,6,NA
2016-10-07,6.2,254
2016-10-07,8,265
2016-10-07,9,278.4
2016-10-07,9.3,NA
2016-10-11,0.1,221.9
2016-10-11,1,NA
2016-10-11,1.6,274
2016-10-11,2.8,NA
2016-10-11,3.8,248
2016-10-11,5,191.9
2016-10-11,5.2,NA
2016-10-11,5.5,NA
2016-10-11,5.8,NA
2016-10-11,6,NA
2016-10-11,6.2,242.5
2016-10-11,8,248.5
2016-10-11,9,256.4
2016-10-11,9.3,NA
2016-10-14,0.1,205.4
2016-10-14,1,NA
2016-10-14,1.6,252
2016-10-14,2.8,NA
2016-10-14,3.8,237
2016-10-14,5,181.4
2016-10-14,5.2,NA
2016-10-14,5.5,NA
2016-10-14,5.8,NA
2016-10-14,6,NA
2016-10-14,6.2,231
2016-10-14,8,232
2016-10-14,9,234.4
2016-10-14,9.3,NA
2016-10-20,0.1,199.9
2016-10-20,1,NA
2016-10-20,1.6,241
2016-10-20,2.8,NA
2016-10-20,3.8,230.5
2016-10-20,5,181.65
2016-10-20,5.2,NA
2016-10-20,5.5,NA
2016-10-20,5.8,NA
2016-10-20,6,NA
2016-10-20,6.2,222.75
2016-10-20,8,224.75
2016-10-20,9,235.3
2016-10-20,9.3,NA
2016-10-27,0.1,194.4
2016-10-27,1,NA
2016-10-27,1.6,230
2016-10-27,2.8,NA
2016-10-27,3.8,224
2016-10-27,5,181.9
2016-10-27,5.2,NA
2016-10-27,5.5,NA
2016-10-27,5.8,NA
2016-10-27,6,NA
2016-10-27,6.2,214.5
2016-10-27,8,217.5
2016-10-27,9,236.2
2016-10-27,9.3,NA
2016-10-31,0.1,188.9
2016-10-31,1,NA
2016-10-31,1.6,219
2016-10-31,2.8,NA
2016-10-31,3.8,217.5
2016-10-31,5,182.15
2016-10-31,5.2,NA
2016-10-31,5.5,NA
2016-10-31,5.8,NA
2016-10-31,6,NA
2016-10-31,6.2,206.25
2016-10-31,8,210.25
2016-10-31,9,237.1
2016-10-31,9.3,NA
2016-11-04,0.1,183.4
2016-11-04,1,NA
2016-11-04,1.6,208
2016-11-04,2.8,NA
2016-11-04,3.8,211
2016-11-04,5,182.4
2016-11-04,5.2,NA
2016-11-04,5.5,NA
2016-11-04,5.8,NA
2016-11-04,6,NA
2016-11-04,6.2,198
2016-11-04,8,203
2016-11-04,9,238
2016-11-04,9.3,NA
2016-11-11,0.1,175.4
2016-11-11,1,NA
2016-11-11,1.6,198.5
2016-11-11,2.8,NA
2016-11-11,3.8,201.8
2016-11-11,5,181.4
2016-11-11,5.2,NA
2016-11-11,5.5,NA
2016-11-11,5.8,NA
2016-11-11,6,NA
2016-11-11,6.2,195
2016-11-11,8,196
2016-11-11,9,200.2
2016-11-11,9.3,NA
2016-12-02,0.1,167.4
2016-12-02,1,NA
2016-12-02,1.6,189
2016-12-02,2.8,NA
2016-12-02,3.8,192.6
2016-12-02,5,180.4
2016-12-02,5.2,NA
2016-12-02,5.5,NA
2016-12-02,5.8,NA
2016-12-02,6,NA
2016-12-02,6.2,192
2016-12-02,8,189
2016-12-02,9,162.4
2016-12-02,9.3,NA
2017-03-12,0.1,180.613333333333
2017-03-12,1,NA
2017-03-12,1.6,199.706666666667
2017-03-12,2.8,NA
2017-03-12,3.8,195.333333333333
2017-03-12,5,181.013333333333
2017-03-12,5.2,NA
2017-03-12,5.5,NA
2017-03-12,5.8,NA
2017-03-12,6,NA
2017-03-12,6.2,197.173333333333
2017-03-12,8,194.64
2017-03-12,9,170.213333333333
2017-03-12,9.3,NA
2017-03-26,0.1,193.826666666667
2017-03-26,1,NA
2017-03-26,1.6,210.413333333333
2017-03-26,2.8,NA
2017-03-26,3.8,198.066666666667
2017-03-26,5,181.626666666667
2017-03-26,5.2,NA
2017-03-26,5.5,NA
2017-03-26,5.8,NA
2017-03-26,6,NA
2017-03-26,6.2,202.346666666667
2017-03-26,8,200.28
2017-03-26,9,178.026666666667
2017-03-26,9.3,NA
2017-04-09,0.1,207.04
2017-04-09,1,NA
2017-04-09,1.6,221.12
2017-04-09,2.8,NA
2017-04-09,3.8,200.8
2017-04-09,5,182.24
2017-04-09,5.2,NA
2017-04-09,5.5,NA
2017-04-09,5.8,NA
2017-04-09,6,NA
2017-04-09,6.2,207.52
2017-04-09,8,205.92
2017-04-09,9,185.84
2017-04-09,9.3,NA
2017-04-16,0.1,220.253333333333
2017-04-16,1,NA
2017-04-16,1.6,231.826666666667
2017-04-16,2.8,NA
2017-04-16,3.8,203.533333333333
2017-04-16,5,182.853333333333
2017-04-16,5.2,NA
2017-04-16,5.5,NA
2017-04-16,5.8,NA
2017-04-16,6,NA
2017-04-16,6.2,212.693333333333
2017-04-16,8,211.56
2017-04-16,9,193.653333333333
2017-04-16,9.3,NA
2017-04-23,0.1,233.466666666667
2017-04-23,1,NA
2017-04-23,1.6,242.533333333333
2017-04-23,2.8,NA
2017-04-23,3.8,206.266666666667
2017-04-23,5,183.466666666667
2017-04-23,5.2,NA
2017-04-23,5.5,NA
2017-04-23,5.8,NA
2017-04-23,6,NA
2017-04-23,6.2,217.866666666667
2017-04-23,8,217.2
2017-04-23,9,201.466666666667
2017-04-23,9.3,NA
2017-04-30,0.1,246.68
2017-04-30,1,NA
2017-04-30,1.6,253.24
2017-04-30,2.8,NA
2017-04-30,3.8,209
2017-04-30,5,184.08
2017-04-30,5.2,NA
2017-04-30,5.5,NA
2017-04-30,5.8,NA
2017-04-30,6,NA
2017-04-30,6.2,223.04
2017-04-30,8,222.84
2017-04-30,9,209.28
2017-04-30,9.3,NA
2017-05-04,0.1,259.893333333333
2017-05-04,1,NA
2017-05-04,1.6,263.946666666667
2017-05-04,2.8,NA
2017-05-04,3.8,211.733333333333
2017-05-04,5,184.693333333333
2017-05-04,5.2,NA
2017-05-04,5.5,NA
2017-05-04,5.8,NA
2017-05-04,6,NA
2017-05-04,6.2,228.213333333333
2017-05-04,8,228.48
2017-05-04,9,217.093333333333
2017-05-04,9.3,NA
2017-05-07,0.1,273.106666666667
2017-05-07,1,NA
2017-05-07,1.6,274.653333333333
2017-05-07,2.8,NA
2017-05-07,3.8,214.466666666667
2017-05-07,5,185.306666666667
2017-05-07,5.2,NA
2017-05-07,5.5,NA
2017-05-07,5.8,NA
2017-05-07,6,NA
2017-05-07,6.2,233.386666666667
2017-05-07,8,234.12
2017-05-07,9,224.906666666667
2017-05-07,9.3,NA
2017-05-09,0.1,286.32
2017-05-09,1,NA
2017-05-09,1.6,285.36
2017-05-09,2.8,NA
2017-05-09,3.8,217.2
2017-05-09,5,185.92
2017-05-09,5.2,NA
2017-05-09,5.5,NA
2017-05-09,5.8,NA
2017-05-09,6,NA
2017-05-09,6.2,238.56
2017-05-09,8,239.76
2017-05-09,9,232.72
2017-05-09,9.3,NA
2017-05-14,0.1,299.533333333333
2017-05-14,1,NA
2017-05-14,1.6,296.066666666667
2017-05-14,2.8,NA
2017-05-14,3.8,219.933333333333
2017-05-14,5,186.533333333333
2017-05-14,5.2,NA
2017-05-14,5.5,NA
2017-05-14,5.8,NA
2017-05-14,6,NA
2017-05-14,6.2,243.733333333333
2017-05-14,8,245.4
2017-05-14,9,240.533333333333
2017-05-14,9.3,NA
2017-06-28,0.1,312.746666666667
2017-06-28,1,NA
2017-06-28,1.6,306.773333333333
2017-06-28,2.8,NA
2017-06-28,3.8,222.666666666667
2017-06-28,5,187.146666666667
2017-06-28,5.2,NA
2017-06-28,5.5,NA
2017-06-28,5.8,NA
2017-06-28,6,NA
2017-06-28,6.2,248.906666666667
2017-06-28,8,251.04
2017-06-28,9,248.346666666667
2017-06-28,9.3,NA
2017-07-04,0.1,325.96
2017-07-04,1,NA
2017-07-04,1.6,317.48
2017-07-04,2.8,NA
2017-07-04,3.8,225.4
2017-07-04,5,187.76
2017-07-04,5.2,NA
2017-07-04,5.5,NA
2017-07-04,5.8,NA
2017-07-04,6,NA
2017-07-04,6.2,254.08
2017-07-04,8,256.68
2017-07-04,9,256.16
2017-07-04,9.3,NA
2017-07-06,0.1,339.173333333333
2017-07-06,1,NA
2017-07-06,1.6,328.186666666667
2017-07-06,2.8,NA
2017-07-06,3.8,228.133333333333
2017-07-06,5,188.373333333333
2017-07-06,5.2,NA
2017-07-06,5.5,NA
2017-07-06,5.8,NA
2017-07-06,6,NA
2017-07-06,6.2,259.253333333333
2017-07-06,8,262.32
2017-07-06,9,263.973333333333
2017-07-06,9.3,NA
2017-07-09,0.1,352.386666666667
2017-07-09,1,NA
2017-07-09,1.6,338.893333333333
2017-07-09,2.8,NA
2017-07-09,3.8,230.866666666667
2017-07-09,5,188.986666666667
2017-07-09,5.2,NA
2017-07-09,5.5,NA
2017-07-09,5.8,NA
2017-07-09,6,NA
2017-07-09,6.2,264.426666666667
2017-07-09,8,267.96
2017-07-09,9,271.786666666667
2017-07-09,9.3,NA
2017-07-10,0.1,365.6
2017-07-10,1,NA
2017-07-10,1.6,349.6
2017-07-10,2.8,NA
2017-07-10,3.8,233.6
2017-07-10,5,189.6
2017-07-10,5.2,NA
2017-07-10,5.5,NA
2017-07-10,5.8,NA
2017-07-10,6,NA
2017-07-10,6.2,269.6
2017-07-10,8,273.6
2017-07-10,9,279.6
2017-07-10,9.3,NA
2017-07-11,0.1,358.716666666667
2017-07-11,1,NA
2017-07-11,1.6,343.8
2017-07-11,2.8,NA
2017-07-11,3.8,238.633333333333
2017-07-11,5,197.633333333333
2017-07-11,5.2,NA
2017-07-11,5.5,NA
2017-07-11,5.8,NA
2017-07-11,6,NA
2017-07-11,6.2,286.466666666667
2017-07-11,8,304.216666666667
2017-07-11,9,312.3
2017-07-11,9.3,NA
2017-07-12,0.1,351.833333333333
2017-07-12,1,NA
2017-07-12,1.6,338
2017-07-12,2.8,NA
2017-07-12,3.8,243.666666666667
2017-07-12,5,205.666666666667
2017-07-12,5.2,NA
2017-07-12,5.5,NA
2017-07-12,5.8,NA
2017-07-12,6,NA
2017-07-12,6.2,303.333333333333
2017-07-12,8,334.833333333333
2017-07-12,9,345
2017-07-12,9.3,NA
2017-08-06,0.1,344.95
2017-08-06,1,NA
2017-08-06,1.6,332.2
2017-08-06,2.8,NA
2017-08-06,3.8,248.7
2017-08-06,5,213.7
2017-08-06,5.2,NA
2017-08-06,5.5,NA
2017-08-06,5.8,NA
2017-08-06,6,NA
2017-08-06,6.2,320.2
2017-08-06,8,365.45
2017-08-06,9,377.7
2017-08-06,9.3,NA
2017-08-09,0.1,338.066666666667
2017-08-09,1,NA
2017-08-09,1.6,326.4
2017-08-09,2.8,NA
2017-08-09,3.8,253.733333333333
2017-08-09,5,221.733333333333
2017-08-09,5.2,NA
2017-08-09,5.5,NA
2017-08-09,5.8,NA
2017-08-09,6,NA
2017-08-09,6.2,337.066666666667
2017-08-09,8,396.066666666667
2017-08-09,9,410.4
2017-08-09,9.3,NA
2017-08-13,0.1,331.183333333333
2017-08-13,1,NA
2017-08-13,1.6,320.6
2017-08-13,2.8,NA
2017-08-13,3.8,258.766666666667
2017-08-13,5,229.766666666667
2017-08-13,5.2,NA
2017-08-13,5.5,NA
2017-08-13,5.8,NA
2017-08-13,6,NA
2017-08-13,6.2,353.933333333333
2017-08-13,8,426.683333333333
2017-08-13,9,443.1
2017-08-13,9.3,NA
2017-08-16,0.1,324.3
2017-08-16,1,NA
2017-08-16,1.6,314.8
2017-08-16,2.8,NA
2017-08-16,3.8,263.8
2017-08-16,5,237.8
2017-08-16,5.2,NA
2017-08-16,5.5,NA
2017-08-16,5.8,NA
2017-08-16,6,NA
2017-08-16,6.2,370.8
2017-08-16,8,457.3
2017-08-16,9,475.8
2017-08-16,9.3,NA
2017-08-20,0.1,317.416666666667
2017-08-20,1,NA
2017-08-20,1.6,309
2017-08-20,2.8,NA
2017-08-20,3.8,268.833333333333
2017-08-20,5,245.833333333333
2017-08-20,5.2,NA
2017-08-20,5.5,NA
2017-08-20,5.8,NA
2017-08-20,6,NA
2017-08-20,6.2,387.666666666667
2017-08-20,8,487.916666666667
2017-08-20,9,508.5
2017-08-20,9.3,NA
2017-08-27,0.1,310.533333333333
2017-08-27,1,NA
2017-08-27,1.6,303.2
2017-08-27,2.8,NA
2017-08-27,3.8,273.866666666667
2017-08-27,5,253.866666666667
2017-08-27,5.2,NA
2017-08-27,5.5,NA
2017-08-27,5.8,NA
2017-08-27,6,NA
2017-08-27,6.2,404.533333333333
2017-08-27,8,518.533333333333
2017-08-27,9,541.2
2017-08-27,9.3,NA
2017-09-03,0.1,303.65
2017-09-03,1,NA
2017-09-03,1.6,297.4
2017-09-03,2.8,NA
2017-09-03,3.8,278.9
2017-09-03,5,261.9
2017-09-03,5.2,NA
2017-09-03,5.5,NA
2017-09-03,5.8,NA
2017-09-03,6,NA
2017-09-03,6.2,421.4
2017-09-03,8,549.15
2017-09-03,9,573.9
2017-09-03,9.3,NA
2017-09-10,0.1,296.766666666667
2017-09-10,1,NA
2017-09-10,1.6,291.6
2017-09-10,2.8,NA
2017-09-10,3.8,283.933333333333
2017-09-10,5,269.933333333333
2017-09-10,5.2,NA
2017-09-10,5.5,NA
2017-09-10,5.8,NA
2017-09-10,6,NA
2017-09-10,6.2,438.266666666667
2017-09-10,8,579.766666666667
2017-09-10,9,606.6
2017-09-10,9.3,NA
2017-09-17,0.1,289.883333333333
2017-09-17,1,NA
2017-09-17,1.6,285.8
2017-09-17,2.8,NA
2017-09-17,3.8,288.966666666667
2017-09-17,5,277.966666666667
2017-09-17,5.2,NA
2017-09-17,5.5,NA
2017-09-17,5.8,NA
2017-09-17,6,NA
2017-09-17,6.2,455.133333333333
2017-09-17,8,610.383333333333
2017-09-17,9,639.3
2017-09-17,9.3,NA
2017-09-18,0.1,283
2017-09-18,1,NA
2017-09-18,1.6,280
2017-09-18,2.8,NA
2017-09-18,3.8,294
2017-09-18,5,286
2017-09-18,5.2,NA
2017-09-18,5.5,NA
2017-09-18,5.8,NA
2017-09-18,6,NA
2017-09-18,6.2,472
2017-09-18,8,641
2017-09-18,9,672
2017-09-18,9.3,NA
2017-09-24,0.1,289.25
2017-09-24,1,NA
2017-09-24,1.6,289
2017-09-24,2.8,NA
2017-09-24,3.8,302.25
2017-09-24,5,299
2017-09-24,5.2,NA
2017-09-24,5.5,NA
2017-09-24,5.8,NA
2017-09-24,6,NA
2017-09-24,6.2,452.25
2017-09-24,8,574
2017-09-24,9,595.25
2017-09-24,9.3,NA
2017-10-08,0.1,295.5
2017-10-08,1,NA
2017-10-08,1.6,298
2017-10-08,2.8,NA
2017-10-08,3.8,310.5
2017-10-08,5,312
2017-10-08,5.2,NA
2017-10-08,5.5,NA
2017-10-08,5.8,NA
2017-10-08,6,NA
2017-10-08,6.2,432.5
2017-10-08,8,507
2017-10-08,9,518.5
2017-10-08,9.3,NA
2017-10-15,0.1,301.75
2017-10-15,1,NA
2017-10-15,1.6,307
2017-10-15,2.8,NA
2017-10-15,3.8,318.75
2017-10-15,5,325
2017-10-15,5.2,NA
2017-10-15,5.5,NA
2017-10-15,5.8,NA
2017-10-15,6,NA
2017-10-15,6.2,412.75
2017-10-15,8,440
2017-10-15,9,441.75
2017-10-15,9.3,NA
2017-10-16,0.1,308
2017-10-16,1,NA
2017-10-16,1.6,316
2017-10-16,2.8,NA
2017-10-16,3.8,327
2017-10-16,5,338
2017-10-16,5.2,NA
2017-10-16,5.5,NA
2017-10-16,5.8,NA
2017-10-16,6,NA
2017-10-16,6.2,393
2017-10-16,8,373
2017-10-16,9,365
2017-10-16,9.3,NA
2017-12-10,0.1,308
2017-12-10,1,NA
2017-12-10,1.6,316
2017-12-10,2.8,NA
2017-12-10,3.8,327
2017-12-10,5,338
2017-12-10,5.2,NA
2017-12-10,5.5,NA
2017-12-10,5.8,NA
2017-12-10,6,NA
2017-12-10,6.2,393
2017-12-10,8,373
2017-12-10,9,365
2017-12-10,9.3,NA
